station,year,precip_annual_sum,t_med_annual_mean,t_max_annual_mean,t_min_annual_mean,spei3_annual_mean,n_months,pct_dry,pct_wet,pct_normal
Dubasari,2001,356.0,8.92,14.12,3.58,-0.33,12,25.0,8.3,66.7
Dubasari,2002,654.3,9.79,14.93,4.51,0.27,12,0.0,25.0,75.0
Dubasari,2003,549.2,9.84,14.93,4.42,0.04,12,0.0,0.0,100.0
Dubasari,2004,754.2,9.21,14.61,4.18,0.63,12,0.0,25.0,75.0
Dubasari,2005,664.3,9.98,15.35,4.97,0.15,12,8.3,16.7,75.0
Dubasari,2006,816.7,9.93,15.14,4.64,0.83,12,0.0,33.3,66.7
Dubasari,2007,423.5,10.39,15.84,5.22,-0.37,12,25.0,8.3,66.7
Dubasari,2008,611.5,9.75,14.91,4.82,0.08,12,25.0,33.3,41.7
Dubasari,2009,672.5,10.49,15.61,5.05,0.21,12,16.7,33.3,50.0
Dubasari,2010,656.3,10.06,15.2,4.7,0.25,12,25.0,33.3,41.7
Dubasari,2011,522.3,9.61,14.82,4.6,0.01,12,8.3,8.3,83.3
Dubasari,2012,594.8,9.81,15.06,4.43,0.16,12,16.7,16.7,66.7
Dubasari,2013,357.5,8.91,14.1,3.65,-0.36,12,33.3,8.3,58.3
Dubasari,2014,703.7,9.92,15.06,4.72,0.3,12,0.0,8.3,91.7
Dubasari,2015,448.3,9.13,14.47,4.17,-0.14,12,8.3,16.7,75.0
Dubasari,2016,565.8,9.68,15.03,4.63,0.04,12,8.3,16.7,75.0
Dubasari,2017,567.0,10.06,15.28,4.72,-0.08,12,16.7,16.7,66.7
Dubasari,2018,338.5,10.02,15.22,4.84,-0.36,12,41.7,16.7,41.7
Dubasari,2019,379.8,9.7,15.02,4.7,-0.43,12,33.3,0.0,66.7
Dubasari,2020,531.5,10.07,15.52,4.78,-0.08,12,41.7,33.3,25.0
Falesti,1961,610.8,11.38,16.36,5.93,-0.28,10,0.0,0.0,100.0
Falesti,1962,938.3,9.45,15.02,4.23,1.07,12,0.0,75.0,25.0
Falesti,1963,440.2,10.31,15.47,4.9,-0.25,12,33.3,25.0,41.7
Falesti,1964,450.2,9.22,14.45,3.91,-0.19,12,33.3,16.7,50.0
Falesti,1965,585.0,9.61,14.68,4.58,0.12,12,16.7,25.0,58.3
Falesti,1966,573.4,9.43,14.9,4.18,0.12,12,25.0,16.7,58.3
Falesti,1967,654.9,9.97,15.38,4.76,0.12,12,8.3,25.0,66.7
Falesti,1968,540.7,9.33,14.6,4.19,-0.01,12,25.0,25.0,50.0
Falesti,1969,507.7,9.99,15.17,4.71,-0.02,12,25.0,25.0,50.0
Falesti,1970,446.1,8.98,14.3,3.73,-0.13,12,16.7,16.7,66.7
Falesti,1971,574.2,10.42,15.52,4.92,0.02,12,0.0,25.0,75.0
Falesti,1972,743.7,10.22,15.5,4.75,0.4,12,0.0,25.0,75.0
Falesti,1973,392.6,9.54,14.69,4.42,-0.36,12,41.7,0.0,58.3
Falesti,1974,626.3,10.77,15.83,5.33,0.07,12,0.0,16.7,83.3
Falesti,1975,507.3,9.87,15.01,4.53,-0.13,12,16.7,0.0,83.3
Falesti,1976,568.7,9.87,15.17,4.69,0.05,12,8.3,8.3,83.3
Falesti,1977,574.2,9.92,15.23,4.68,-0.06,12,33.3,25.0,41.7
Falesti,1978,512.4,9.88,15.0,4.77,-0.04,12,16.7,8.3,75.0
Falesti,1979,493.0,8.75,14.06,3.6,0.0,12,25.0,16.7,58.3
Falesti,1980,535.0,8.72,14.17,3.4,0.1,12,0.0,25.0,75.0
Falesti,1981,493.1,9.37,14.43,4.07,-0.1,12,25.0,25.0,50.0
Falesti,1982,578.3,9.23,14.59,3.87,0.1,12,16.7,8.3,75.0
Falesti,1983,461.6,10.37,15.64,4.82,-0.3,12,41.7,16.7,41.7
Falesti,1984,639.0,9.65,14.91,4.55,-0.0,12,25.0,16.7,58.3
Falesti,1985,705.0,9.51,14.73,4.28,0.67,12,0.0,33.3,66.7
Falesti,1986,502.6,10.83,16.18,5.58,-0.09,12,0.0,8.3,91.7
Falesti,1987,504.7,9.33,14.51,4.22,-0.07,12,16.7,0.0,83.3
Falesti,1988,374.6,10.66,15.73,5.32,-0.49,12,33.3,8.3,58.3
Falesti,1989,386.3,9.79,15.12,4.58,-0.41,12,41.7,8.3,50.0
Falesti,1990,410.2,10.18,15.42,4.77,-0.3,12,25.0,16.7,58.3
Falesti,1991,408.2,10.13,15.42,4.77,-0.57,12,41.7,25.0,33.3
Falesti,1992,434.6,10.83,15.99,5.44,-0.26,12,41.7,33.3,25.0
Falesti,1993,489.5,10.73,15.78,5.4,-0.27,12,33.3,25.0,41.7
Falesti,1994,560.8,9.98,15.16,4.77,0.05,12,0.0,0.0,100.0
Falesti,1995,447.5,10.75,15.9,5.41,-0.34,12,33.3,0.0,66.7
Falesti,1996,626.3,8.42,13.76,3.26,0.37,12,8.3,25.0,66.7
Falesti,1997,729.5,9.47,14.86,4.18,0.5,12,0.0,25.0,75.0
Falesti,1998,640.9,9.79,14.98,4.37,0.24,12,25.0,41.7,33.3
Falesti,1999,606.0,9.11,14.4,3.82,0.12,12,8.3,25.0,66.7
Falesti,2000,561.3,9.39,14.46,4.27,0.22,12,0.0,16.7,83.3
Falesti,2001,571.1,9.66,14.98,4.47,0.05,12,0.0,0.0,100.0
Falesti,2002,448.5,9.38,14.67,4.29,-0.18,12,25.0,16.7,58.3
Falesti,2003,497.5,9.88,15.05,4.67,-0.03,12,0.0,8.3,91.7
Falesti,2004,460.5,9.81,15.07,4.34,-0.19,12,25.0,8.3,66.7
Falesti,2005,591.9,10.23,15.41,5.13,0.02,12,25.0,16.7,58.3
Falesti,2006,506.5,10.42,15.72,5.26,-0.23,12,8.3,0.0,91.7
Falesti,2007,484.1,10.48,15.73,5.43,-0.23,12,25.0,8.3,66.7
Falesti,2008,583.1,9.52,15.01,4.33,0.09,12,0.0,0.0,100.0
Falesti,2009,828.4,8.38,13.74,3.34,0.84,12,0.0,50.0,50.0
Falesti,2010,586.0,9.93,15.18,4.63,0.12,12,16.7,25.0,58.3
Falesti,2011,591.0,10.06,15.25,4.62,0.05,12,16.7,0.0,83.3
Falesti,2012,483.9,9.56,14.74,4.25,-0.11,12,16.7,8.3,75.0
Falesti,2013,401.6,10.26,15.62,5.03,-0.37,12,41.7,16.7,41.7
Falesti,2014,537.3,8.49,13.92,3.38,0.12,12,0.0,16.7,83.3
Falesti,2015,478.3,10.02,15.22,4.58,-0.2,12,33.3,25.0,41.7
Falesti,2016,438.8,9.69,14.82,4.3,-0.27,12,25.0,16.7,58.3
Falesti,2017,634.1,9.66,15.05,4.46,0.24,12,0.0,16.7,83.3
Falesti,2018,388.3,9.67,15.1,4.53,-0.36,12,41.7,25.0,33.3
Falesti,2019,770.2,9.67,14.9,4.5,0.47,12,0.0,33.3,66.7
Falesti,2020,732.4,9.78,15.02,4.58,0.45,12,8.3,33.3,58.3
Leova,1961,366.1,10.28,15.74,5.28,-0.28,10,20.0,10.0,70.0
Leova,1962,528.2,10.67,15.87,5.39,0.23,12,16.7,16.7,66.7
Leova,1963,605.0,10.96,16.06,5.82,0.41,12,8.3,33.3,58.3
Leova,1964,462.5,11.88,17.02,6.59,-0.05,12,25.0,16.7,58.3
Leova,1965,509.1,11.54,16.73,6.07,0.14,12,16.7,25.0,58.3
Leova,1966,538.7,12.64,17.76,7.11,0.08,12,0.0,8.3,91.7
Leova,1967,451.4,11.07,16.34,5.81,-0.07,12,25.0,25.0,50.0
Leova,1968,395.7,10.21,15.6,4.97,0.01,12,25.0,25.0,50.0
Leova,1969,444.5,12.5,17.84,7.12,-0.17,12,25.0,16.7,58.3
Leova,1970,426.0,11.6,16.72,6.25,-0.1,12,25.0,25.0,50.0
Leova,1971,368.6,12.03,17.13,6.57,-0.24,12,16.7,16.7,66.7
Leova,1972,465.0,12.4,17.5,6.86,-0.12,12,0.0,0.0,100.0
Leova,1973,601.3,11.2,16.47,6.01,0.14,12,25.0,25.0,50.0
Leova,1974,380.1,11.35,16.63,6.18,-0.06,12,33.3,25.0,41.7
Leova,1975,425.6,11.41,16.5,6.17,-0.01,12,25.0,25.0,50.0
Leova,1976,625.4,11.02,16.44,5.7,0.44,12,0.0,25.0,75.0
Leova,1977,455.8,10.58,15.68,5.48,0.22,12,0.0,16.7,83.3
Leova,1978,406.9,11.58,16.86,6.04,-0.17,12,25.0,0.0,75.0
Leova,1979,556.2,11.13,16.53,5.73,0.24,12,8.3,25.0,66.7
Leova,1980,604.7,10.76,15.98,5.67,0.38,12,0.0,25.0,75.0
Leova,1981,524.9,11.97,17.13,6.82,0.08,12,16.7,16.7,66.7
Leova,1982,548.5,12.31,17.36,6.99,0.15,12,16.7,25.0,58.3
Leova,1983,450.7,11.96,16.96,6.64,-0.11,12,25.0,16.7,58.3
Leova,1984,482.4,11.36,16.48,6.07,0.06,12,16.7,16.7,66.7
Leova,1985,393.0,10.85,16.15,5.71,-0.08,12,16.7,16.7,66.7
Leova,1986,510.4,12.5,17.59,7.19,-0.02,12,16.7,16.7,66.7
Leova,1987,483.4,11.24,16.58,5.97,0.09,12,16.7,16.7,66.7
Leova,1988,558.8,11.17,16.23,6.02,0.19,12,16.7,33.3,50.0
Leova,1989,476.7,11.87,17.05,6.49,0.11,12,16.7,25.0,58.3
Leova,1990,400.0,11.37,16.79,6.04,-0.15,12,16.7,8.3,75.0
Leova,1991,276.8,10.94,16.21,5.71,-0.37,12,41.7,16.7,41.7
Leova,1992,578.7,11.12,16.67,5.97,0.37,12,16.7,25.0,58.3
Leova,1993,624.4,11.23,16.72,5.97,0.39,12,0.0,0.0,100.0
Leova,1994,562.7,11.62,16.62,6.21,0.23,12,25.0,25.0,50.0
Leova,1995,584.0,11.01,16.22,5.79,0.42,12,0.0,25.0,75.0
Leova,1996,410.6,11.64,16.96,6.44,-0.19,12,16.7,0.0,83.3
Leova,1997,353.1,11.7,16.73,6.5,-0.27,12,33.3,25.0,41.7
Leova,1998,286.6,11.47,16.79,6.43,-0.39,12,33.3,0.0,66.7
Leova,1999,365.3,12.53,17.62,7.19,-0.36,12,41.7,25.0,33.3
Leova,2000,376.4,11.28,16.55,6.08,-0.19,12,8.3,8.3,83.3
Leova,2001,603.0,10.65,15.96,5.4,0.37,12,0.0,25.0,75.0
Leova,2002,551.3,12.34,17.45,7.03,0.17,12,8.3,25.0,66.7
Leova,2003,418.3,10.36,15.66,5.17,0.03,12,25.0,16.7,58.3
Leova,2004,463.3,11.93,17.06,6.85,-0.02,12,0.0,16.7,83.3
Leova,2005,403.6,11.41,16.89,5.96,-0.22,12,41.7,33.3,25.0
Leova,2006,374.8,11.01,16.47,5.72,-0.14,12,33.3,33.3,33.3
Leova,2007,578.1,10.62,15.8,5.5,0.39,12,16.7,33.3,50.0
Leova,2008,405.0,12.0,17.21,6.58,-0.14,12,0.0,16.7,83.3
Leova,2009,492.0,11.72,16.84,6.43,-0.01,12,25.0,25.0,50.0
Leova,2010,436.8,12.0,17.25,6.72,-0.08,12,25.0,16.7,58.3
Leova,2011,382.8,11.96,16.97,6.44,-0.27,12,33.3,16.7,50.0
Leova,2012,369.2,12.16,17.25,6.65,-0.27,12,33.3,25.0,41.7
Leova,2013,435.1,11.53,16.96,6.14,-0.18,12,25.0,0.0,75.0
Leova,2014,478.5,12.42,17.55,6.97,0.06,12,16.7,16.7,66.7
Leova,2015,480.3,12.48,17.64,7.17,-0.16,12,25.0,16.7,58.3
Leova,2016,301.7,11.55,16.48,6.23,-0.36,12,33.3,16.7,50.0
Leova,2017,412.2,11.68,16.73,6.3,-0.22,12,33.3,25.0,41.7
Leova,2018,533.9,11.5,16.69,6.43,0.17,12,25.0,41.7,33.3
Leova,2019,408.7,11.59,16.59,6.24,-0.11,12,41.7,25.0,33.3
Leova,2020,454.8,12.18,17.3,6.75,-0.07,12,8.3,8.3,83.3
Rabnita,1961,596.1,9.82,15.05,4.42,0.01,10,0.0,0.0,100.0
Rabnita,1962,561.8,9.08,14.57,3.93,0.18,12,0.0,16.7,83.3
Rabnita,1963,513.9,10.02,15.34,4.77,0.01,12,25.0,8.3,66.7
Rabnita,1964,405.4,9.51,14.75,4.38,-0.29,12,33.3,0.0,66.7
Rabnita,1965,767.0,9.27,14.68,4.11,0.76,12,0.0,25.0,75.0
Rabnita,1966,578.4,8.86,14.52,3.47,0.21,12,0.0,25.0,75.0
Rabnita,1967,545.9,10.37,15.4,5.16,0.01,12,25.0,0.0,75.0
Rabnita,1968,499.7,9.72,14.81,4.48,-0.08,12,8.3,8.3,83.3
Rabnita,1969,643.4,10.53,15.77,5.23,0.25,12,0.0,16.7,83.3
Rabnita,1970,492.6,9.11,14.53,3.95,-0.15,12,33.3,8.3,58.3
Rabnita,1971,492.4,10.19,15.33,4.78,-0.01,12,8.3,16.7,75.0
Rabnita,1972,522.1,9.57,14.93,4.18,0.04,12,33.3,25.0,41.7
Rabnita,1973,374.2,9.87,15.22,4.73,-0.28,12,25.0,8.3,66.7
Rabnita,1974,742.1,9.9,15.21,4.61,0.55,12,8.3,41.7,50.0
Rabnita,1975,665.9,9.67,14.77,4.48,0.37,12,0.0,25.0,75.0
Rabnita,1976,714.0,10.28,15.48,5.03,0.35,12,8.3,33.3,58.3
Rabnita,1977,563.5,9.93,15.4,4.75,0.11,12,25.0,33.3,41.7
Rabnita,1978,365.3,9.38,14.4,4.33,-0.24,12,33.3,16.7,50.0
Rabnita,1979,556.9,9.58,14.87,4.49,0.11,12,8.3,16.7,75.0
Rabnita,1980,364.7,7.74,13.24,2.72,-0.12,12,25.0,25.0,50.0
Rabnita,1981,492.8,9.61,14.8,4.5,-0.11,12,8.3,0.0,91.7
Rabnita,1982,559.4,10.66,15.85,5.37,0.06,12,16.7,25.0,58.3
Rabnita,1983,399.6,9.49,14.9,4.34,-0.22,12,41.7,25.0,33.3
Rabnita,1984,378.6,10.17,15.62,5.06,-0.48,12,41.7,0.0,58.3
Rabnita,1985,455.2,9.95,15.11,4.61,-0.17,12,33.3,16.7,50.0
Rabnita,1986,374.9,9.72,14.95,4.41,-0.41,12,33.3,8.3,58.3
Rabnita,1987,438.3,10.4,15.66,5.17,-0.27,12,25.0,0.0,75.0
Rabnita,1988,511.8,10.27,15.61,4.96,-0.22,12,33.3,25.0,41.7
Rabnita,1989,631.4,9.83,15.1,4.57,0.33,12,0.0,33.3,66.7
Rabnita,1990,522.0,10.38,15.69,5.07,-0.11,12,8.3,25.0,66.7
Rabnita,1991,328.3,8.88,14.17,3.86,-0.32,12,41.7,8.3,50.0
Rabnita,1992,582.4,8.84,14.31,3.65,0.3,12,8.3,25.0,66.7
Rabnita,1993,515.0,9.51,14.68,4.14,0.1,12,16.7,16.7,66.7
Rabnita,1994,474.9,10.48,15.68,5.22,-0.22,12,33.3,16.7,50.0
Rabnita,1995,352.3,9.64,14.88,4.44,-0.44,12,33.3,8.3,58.3
Rabnita,1996,545.2,11.59,16.51,6.07,-0.12,12,16.7,16.7,66.7
Rabnita,1997,531.6,9.4,14.71,4.25,-0.06,12,8.3,8.3,83.3
Rabnita,1998,431.8,10.23,15.52,5.04,-0.05,12,16.7,16.7,66.7
Rabnita,1999,393.5,10.75,15.99,5.29,-0.44,12,33.3,16.7,50.0
Rabnita,2000,700.9,9.84,14.88,4.52,0.42,12,0.0,33.3,66.7
Rabnita,2001,548.6,10.01,15.24,4.77,0.18,12,16.7,16.7,66.7
Rabnita,2002,835.6,11.56,16.53,5.98,0.44,12,0.0,25.0,75.0
Rabnita,2003,540.8,9.24,14.7,4.05,0.29,12,8.3,33.3,58.3
Rabnita,2004,414.6,10.31,15.54,5.05,-0.41,12,50.0,16.7,33.3
Rabnita,2005,505.6,9.88,15.21,4.45,-0.09,12,25.0,16.7,58.3
Rabnita,2006,603.2,9.6,14.9,4.29,0.27,12,0.0,25.0,75.0
Rabnita,2007,561.7,9.54,14.87,4.38,0.04,12,25.0,16.7,58.3
Rabnita,2008,427.9,10.0,15.16,4.62,-0.2,12,25.0,16.7,58.3
Rabnita,2009,531.7,11.2,16.2,6.04,-0.17,12,41.7,16.7,41.7
Rabnita,2010,608.3,10.13,15.32,4.7,0.1,12,8.3,25.0,66.7
Rabnita,2011,444.7,10.17,15.55,5.09,-0.14,12,33.3,25.0,41.7
Rabnita,2012,578.4,9.02,14.25,3.85,0.2,12,8.3,33.3,58.3
Rabnita,2013,360.9,10.17,15.33,5.04,-0.44,12,33.3,16.7,50.0
Rabnita,2014,449.2,10.43,15.59,5.05,-0.18,12,16.7,8.3,75.0
Rabnita,2015,924.5,9.85,15.02,4.64,0.89,12,0.0,50.0,50.0
Rabnita,2016,304.4,10.38,15.63,5.05,-0.52,12,41.7,8.3,50.0
Rabnita,2017,536.8,9.6,14.92,4.18,-0.06,12,16.7,8.3,75.0
Rabnita,2018,479.1,9.78,14.87,4.65,0.0,12,8.3,16.7,75.0
Rabnita,2019,655.4,10.74,15.89,5.34,0.27,12,0.0,16.7,83.3
Rabnita,2020,590.9,9.54,14.94,4.42,0.17,12,16.7,8.3,75.0
Soroca,1961,472.3,9.42,14.47,4.17,-0.33,10,30.0,10.0,60.0
Soroca,1962,514.3,10.57,15.8,5.22,-0.06,12,25.0,16.7,58.3
Soroca,1963,650.3,10.64,15.93,5.35,0.22,12,16.7,0.0,83.3
Soroca,1964,331.0,8.85,14.12,3.5,-0.39,12,33.3,0.0,66.7
Soroca,1965,491.9,9.73,15.13,4.45,-0.12,12,33.3,25.0,41.7
Soroca,1966,663.2,9.84,15.28,4.77,0.23,12,8.3,33.3,58.3
Soroca,1967,431.1,9.64,14.76,4.7,-0.09,12,25.0,16.7,58.3
Soroca,1968,423.8,9.29,14.62,4.02,-0.21,12,33.3,25.0,41.7
Soroca,1969,545.4,9.59,14.8,4.34,0.07,12,0.0,8.3,91.7
Soroca,1970,393.3,10.07,15.48,4.89,-0.29,12,16.7,8.3,75.0
Soroca,1971,543.0,10.43,15.7,5.03,-0.09,12,33.3,25.0,41.7
Soroca,1972,439.0,9.98,15.2,4.69,-0.18,12,33.3,8.3,58.3
Soroca,1973,421.5,9.99,15.39,4.65,-0.23,12,25.0,8.3,66.7
Soroca,1974,646.1,9.08,14.62,3.96,0.28,12,0.0,16.7,83.3
Soroca,1975,452.3,10.12,15.56,4.94,-0.2,12,25.0,16.7,58.3
Soroca,1976,581.5,9.86,15.28,4.29,0.08,12,0.0,8.3,91.7
Soroca,1977,671.7,10.3,15.43,4.92,0.28,12,8.3,16.7,75.0
Soroca,1978,484.6,10.68,15.87,5.22,-0.2,12,25.0,16.7,58.3
Soroca,1979,564.3,9.45,14.81,4.2,-0.02,12,33.3,41.7,25.0
Soroca,1980,523.7,9.88,15.34,4.54,0.05,12,16.7,25.0,58.3
Soroca,1981,605.5,10.66,15.89,5.23,0.08,12,25.0,16.7,58.3
Soroca,1982,650.9,11.1,16.21,5.71,0.14,12,16.7,0.0,83.3
Soroca,1983,377.7,10.15,15.49,4.67,-0.4,12,33.3,16.7,50.0
Soroca,1984,538.2,10.08,15.25,4.81,0.01,12,0.0,8.3,91.7
Soroca,1985,490.8,10.47,15.77,5.21,-0.17,12,16.7,16.7,66.7
Soroca,1986,852.8,9.22,14.65,3.98,0.82,12,0.0,33.3,66.7
Soroca,1987,500.1,9.67,15.12,4.45,-0.1,12,8.3,0.0,91.7
Soroca,1988,381.4,9.84,15.07,4.67,-0.36,12,33.3,8.3,58.3
Soroca,1989,499.1,7.78,13.25,2.78,0.11,12,8.3,8.3,83.3
Soroca,1990,526.4,9.68,15.09,4.52,0.04,12,0.0,16.7,83.3
Soroca,1991,541.6,9.22,14.57,3.92,0.1,12,25.0,25.0,50.0
Soroca,1992,446.1,10.33,15.52,4.94,-0.19,12,25.0,16.7,58.3
Soroca,1993,463.4,11.62,16.61,6.21,-0.43,12,41.7,0.0,58.3
Soroca,1994,462.4,10.41,15.48,5.08,-0.36,12,33.3,0.0,66.7
Soroca,1995,423.4,9.55,14.82,4.21,-0.23,12,33.3,16.7,50.0
Soroca,1996,766.3,9.39,14.77,4.22,0.61,12,8.3,50.0,41.7
Soroca,1997,639.5,9.07,14.24,3.92,0.28,12,25.0,33.3,41.7
Soroca,1998,584.6,9.56,14.83,4.39,0.03,12,25.0,41.7,33.3
Soroca,1999,558.5,9.85,15.02,4.54,0.26,12,25.0,33.3,41.7
Soroca,2000,634.5,10.18,15.35,4.89,0.22,12,0.0,8.3,91.7
Soroca,2001,573.6,10.36,15.59,5.18,0.12,12,16.7,25.0,58.3
Soroca,2002,717.0,10.12,15.32,4.89,0.38,12,8.3,25.0,66.7
Soroca,2003,638.1,10.21,15.51,5.13,0.1,12,16.7,8.3,75.0
Soroca,2004,590.8,9.55,14.86,4.13,0.18,12,8.3,33.3,58.3
Soroca,2005,474.7,9.63,14.86,4.35,-0.02,12,25.0,33.3,41.7
Soroca,2006,485.6,10.16,15.19,4.83,-0.2,12,16.7,0.0,83.3
Soroca,2007,515.9,10.17,15.59,4.96,-0.17,12,16.7,0.0,83.3
Soroca,2008,689.5,10.13,15.4,4.87,0.21,12,8.3,33.3,58.3
Soroca,2009,532.0,10.03,15.3,4.74,0.1,12,50.0,25.0,25.0
Soroca,2010,454.9,9.28,14.66,4.0,-0.17,12,25.0,8.3,66.7
Soroca,2011,591.5,8.94,14.4,3.78,0.16,12,16.7,25.0,58.3
Soroca,2012,618.4,9.72,15.22,4.28,0.17,12,8.3,25.0,66.7
Soroca,2013,614.7,9.67,14.88,4.56,0.24,12,8.3,25.0,66.7
Soroca,2014,361.8,8.89,14.27,3.73,-0.22,12,25.0,16.7,58.3
Soroca,2015,558.1,8.83,14.46,3.61,0.16,12,8.3,8.3,83.3
Soroca,2016,577.8,11.28,16.42,5.68,-0.1,12,25.0,16.7,58.3
Soroca,2017,450.6,10.77,15.88,5.44,-0.19,12,25.0,8.3,66.7
Soroca,2018,570.7,10.14,15.44,5.0,-0.0,12,0.0,0.0,100.0
Soroca,2019,476.9,10.12,15.32,4.82,-0.11,12,33.3,25.0,41.7
Soroca,2020,475.9,9.06,14.41,3.72,0.04,12,8.3,8.3,83.3
Tiraspol,1961,660.0,11.54,16.8,6.22,-0.04,10,10.0,20.0,70.0
Tiraspol,1962,558.3,11.07,16.41,5.93,0.28,12,0.0,16.7,83.3
Tiraspol,1963,540.9,10.85,16.3,5.77,0.1,12,16.7,25.0,58.3
Tiraspol,1964,451.4,11.56,16.79,6.29,-0.16,12,33.3,33.3,33.3
Tiraspol,1965,748.5,10.77,16.12,5.52,0.72,12,0.0,41.7,58.3
Tiraspol,1966,464.8,10.66,16.0,5.38,0.02,12,8.3,0.0,91.7
Tiraspol,1967,546.0,11.02,16.37,5.62,0.16,12,8.3,25.0,66.7
Tiraspol,1968,643.4,12.07,17.21,6.53,0.11,12,16.7,16.7,66.7
Tiraspol,1969,450.6,10.95,16.13,5.88,0.06,12,16.7,16.7,66.7
Tiraspol,1970,449.2,11.96,16.85,6.68,-0.31,12,41.7,0.0,58.3
Tiraspol,1971,503.8,11.1,16.35,5.87,0.02,12,8.3,25.0,66.7
Tiraspol,1972,458.1,11.26,16.4,6.02,-0.03,12,16.7,16.7,66.7
Tiraspol,1973,814.9,11.19,16.57,5.82,0.67,12,0.0,25.0,75.0
Tiraspol,1974,505.1,11.46,16.58,6.21,0.04,12,25.0,25.0,50.0
Tiraspol,1975,494.8,11.09,16.31,6.09,0.07,12,8.3,25.0,66.7
Tiraspol,1976,437.1,11.26,16.58,5.95,-0.14,12,33.3,25.0,41.7
Tiraspol,1977,445.6,10.53,16.05,5.43,-0.1,12,25.0,25.0,50.0
Tiraspol,1978,405.1,11.38,16.52,6.28,-0.23,12,25.0,16.7,58.3
Tiraspol,1979,401.0,10.54,15.86,5.46,-0.13,12,33.3,25.0,41.7
Tiraspol,1980,383.5,11.5,16.82,6.29,-0.24,12,16.7,0.0,83.3
Tiraspol,1981,483.5,12.13,17.18,6.97,-0.19,12,8.3,0.0,91.7
Tiraspol,1982,492.7,11.56,17.11,6.21,-0.08,12,16.7,8.3,75.0
Tiraspol,1983,425.2,12.38,17.47,7.08,-0.29,12,41.7,16.7,41.7
Tiraspol,1984,334.0,11.32,16.41,6.06,-0.4,12,41.7,0.0,58.3
Tiraspol,1985,496.1,10.06,15.35,4.96,0.19,12,16.7,41.7,41.7
Tiraspol,1986,614.0,9.14,14.77,4.35,0.54,12,0.0,25.0,75.0
Tiraspol,1987,494.3,11.8,17.05,6.39,-0.15,12,25.0,16.7,58.3
Tiraspol,1988,419.6,11.08,16.44,5.85,-0.15,12,25.0,25.0,50.0
Tiraspol,1989,513.8,10.55,15.98,5.48,0.13,12,16.7,25.0,58.3
Tiraspol,1990,493.5,10.62,16.04,5.48,0.03,12,16.7,8.3,75.0
Tiraspol,1991,518.2,11.33,16.63,5.92,0.04,12,16.7,25.0,58.3
Tiraspol,1992,456.6,11.02,16.16,5.69,-0.08,12,25.0,25.0,50.0
Tiraspol,1993,501.6,11.66,16.89,6.54,-0.03,12,16.7,0.0,83.3
Tiraspol,1994,569.8,10.66,16.03,5.46,0.18,12,0.0,8.3,91.7
Tiraspol,1995,417.6,12.69,17.86,7.38,-0.36,12,41.7,25.0,33.3
Tiraspol,1996,540.4,11.89,16.9,6.62,0.01,12,0.0,0.0,100.0
Tiraspol,1997,352.7,11.79,17.22,6.74,-0.47,12,41.7,8.3,50.0
Tiraspol,1998,551.6,11.52,16.49,6.31,0.18,12,8.3,25.0,66.7
Tiraspol,1999,319.2,12.13,17.41,6.79,-0.54,12,41.7,16.7,41.7
Tiraspol,2000,450.1,11.22,16.32,5.86,-0.08,12,25.0,8.3,66.7
Tiraspol,2001,545.5,11.21,16.59,6.04,0.04,12,25.0,16.7,58.3
Tiraspol,2002,521.5,11.39,16.52,6.29,0.09,12,25.0,25.0,50.0
Tiraspol,2003,652.3,10.67,16.07,5.56,0.38,12,0.0,25.0,75.0
Tiraspol,2004,295.8,11.12,16.28,5.88,-0.37,12,33.3,16.7,50.0
Tiraspol,2005,456.4,10.75,15.92,5.54,-0.06,12,33.3,16.7,50.0
Tiraspol,2006,715.0,10.74,16.36,5.5,0.61,12,8.3,33.3,58.3
Tiraspol,2007,480.5,11.79,16.83,6.49,-0.15,12,16.7,0.0,83.3
Tiraspol,2008,278.6,11.32,16.73,6.14,-0.51,12,41.7,8.3,50.0
Tiraspol,2009,543.5,12.03,17.13,6.82,0.05,12,16.7,8.3,75.0
Tiraspol,2010,701.7,12.11,17.24,6.9,0.33,12,0.0,8.3,91.7
Tiraspol,2011,515.5,11.16,16.49,6.03,0.11,12,25.0,33.3,41.7
Tiraspol,2012,538.5,12.18,17.43,7.05,-0.07,12,16.7,0.0,83.3
Tiraspol,2013,625.0,9.92,15.44,4.88,0.36,12,0.0,25.0,75.0
Tiraspol,2014,471.5,11.0,16.09,5.66,0.09,12,33.3,33.3,33.3
Tiraspol,2015,577.0,10.23,15.71,5.07,0.27,12,0.0,16.7,83.3
Tiraspol,2016,455.6,12.35,17.31,7.14,-0.23,12,33.3,16.7,50.0
Tiraspol,2017,406.5,12.13,17.34,6.91,-0.31,12,25.0,8.3,66.7
Tiraspol,2018,441.1,12.05,17.27,6.64,-0.33,12,41.7,0.0,58.3
Tiraspol,2019,342.3,10.94,16.32,5.91,-0.25,12,33.3,25.0,41.7
Tiraspol,2020,757.0,10.98,16.32,5.68,0.57,12,0.0,33.3,66.7
